Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	PDB	Taxonomic lineage	Taxonomic lineage (Ids)	Organism (ID)
A0A2R6KYT9	unreviewed	A0A2R6KYT9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk BRD11_04795	Halobacteriales archaeon SW_12_69_24	782	A0A2R6KYT9;		unclassified Halobacteriales (no rank), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	38063 (no rank), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1919197
A0A2R6L4I7	unreviewed	A0A2R6L4I7_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk BRD08_06280	Halobacteriales archaeon SW_10_66_29	767	A0A2R6L4I7;		unclassified Halobacteriales (no rank), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	38063 (no rank), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1919194
A0A2R6MB11	unreviewed	A0A2R6MB11_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk BRD19_00945	Halobacteriales archaeon SW_7_65_23	767	A0A2R6MB11;		unclassified Halobacteriales (no rank), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	38063 (no rank), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1919203
A0A2U1S7V0	unreviewed	A0A2U1S7V0_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk MBBWO_09830	Methanobrevibacter woesei	707	A0A2U1S7V0;		Methanobrevibacter (genus), Methanobacteriaceae (family), Methanobacteriales (order), Methanobacteria (class), Methanomada group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2172 (genus), 2159 (family), 2158 (order), 183925 (class), 2283794 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	190976
A0A2V2N085	unreviewed	A0A2V2N085_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DK846_01040	Methanospirillum lacunae	725	A0A2V2N085;		Methanospirillum (genus), Methanospirillaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2202 (genus), 196137 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	668570
A0A2V2N9K3	unreviewed	A0A2V2N9K3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DLD82_05565	Methanospirillum stamsii	722	A0A2V2N9K3;		Methanospirillum (genus), Methanospirillaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2202 (genus), 196137 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1277351
A0A2V2NDU9	unreviewed	A0A2V2NDU9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DLD82_08425	Methanospirillum stamsii	710	A0A2V2NDU9;		Methanospirillum (genus), Methanospirillaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2202 (genus), 196137 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1277351
A0A314ZUC3	unreviewed	A0A314ZUC3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk B0H22_10563 EDD83_05965	Methanohalophilus euhalobius	690	A0A314ZUC3;		Methanohalophilus (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2175 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	51203
A0A328Q901	unreviewed	A0A328Q901_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk CA615_03505	Methanosphaera stadtmanae	710	A0A328Q901;		Methanosphaera (genus), Methanobacteriaceae (family), Methanobacteriales (order), Methanobacteria (class), Methanomada group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2316 (genus), 2159 (family), 2158 (order), 183925 (class), 2283794 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2317
A0A328RTP4	unreviewed	A0A328RTP4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk BZ134_06810	Methanosphaera sp. SHI1033	723	A0A328RTP4;		unclassified Methanosphaera (no rank), Methanosphaera (genus), Methanobacteriaceae (family), Methanobacteriales (order), Methanobacteria (class), Methanomada group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2643926 (no rank), 2316 (genus), 2159 (family), 2158 (order), 183925 (class), 2283794 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1945632
A0A345E7L8	unreviewed	A0A345E7L8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DU500_16795	Haloplanus rubicundus	766	A0A345E7L8;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1547898
A0A345EI83	unreviewed	A0A345EI83_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DU484_16740	Haloplanus rubicundus	766	A0A345EI83;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1547898
A0A345EIL1	unreviewed	A0A345EIL1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DU484_18745	Haloplanus rubicundus	796	A0A345EIL1;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1547898
A0A366MG05	unreviewed	A0A366MG05_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk ALMCE001_13280	Methanocorpusculum sp. MCE	689	A0A366MG05;		unclassified Methanocorpusculum (no rank), Methanocorpusculum (genus), Methanocorpusculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	225464 (no rank), 2192 (genus), 88404 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2006183
A0A368NCG9	unreviewed	A0A368NCG9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DU504_10565	Haloplanus salinus	756	A0A368NCG9;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1126245
A0A368NDP3	unreviewed	A0A368NDP3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DU504_13550	Haloplanus salinus	802	A0A368NDP3;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1126245
A0A368TIP8	unreviewed	A0A368TIP8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C5S53_06035	Methanophagales archaeon	716	A0A368TIP8;		unclassified Methanophagales (no rank), Methanophagales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1046933 (no rank), 588814 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2056316
A0A371KCM2	unreviewed	A0A371KCM2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DEQ67_09555	Haloferax sp. Atlit-48N	745	A0A371KCM2;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077198
A0A371KET6	unreviewed	A0A371KET6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DEQ67_00395	Haloferax sp. Atlit-48N	823	A0A371KET6;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077198
A0A371KLA8	unreviewed	A0A371KLA8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B88_10080	Haloferax sp. Atlit-24N	745	A0A371KLA8;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077200
A0A371KQW4	unreviewed	A0A371KQW4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B89_15785	Haloferax sp. Atlit-47N	745	A0A371KQW4;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077199
A0A371KWB6	unreviewed	A0A371KWB6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B88_08150	Haloferax sp. Atlit-24N	823	A0A371KWB6;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077200
A0A371L2G3	unreviewed	A0A371L2G3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B89_00390	Haloferax sp. Atlit-47N	823	A0A371L2G3;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077199
A0A371LDG2	unreviewed	A0A371LDG2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B87_08650	Haloferax sp. Atlit-16N	751	A0A371LDG2;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077202
A0A371LHW4	unreviewed	A0A371LHW4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B86_06435	Haloferax sp. Atlit-19N	825	A0A371LHW4;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077201
A0A371LM45	unreviewed	A0A371LM45_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B87_06670	Haloferax sp. Atlit-16N	825	A0A371LM45;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077202
A0A371LP10	unreviewed	A0A371LP10_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B86_01580	Haloferax sp. Atlit-19N	751	A0A371LP10;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077201
A0A371LV13	unreviewed	A0A371LV13_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5C07_10695	Haloferax sp. Atlit-4N	756	A0A371LV13;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077206
A0A371M3Y6	unreviewed	A0A371M3Y6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5C07_08675	Haloferax sp. Atlit-4N	848	A0A371M3Y6;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077206
A0A371M8D3	unreviewed	A0A371M8D3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B91_12220	Haloferax sp. Atlit-10N	751	A0A371M8D3;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077204
A0A371ME95	unreviewed	A0A371ME95_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B91_06675	Haloferax sp. Atlit-10N	825	A0A371ME95;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077204
A0A371MF90	unreviewed	A0A371MF90_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B90_18180	Haloferax sp. Atlit-12N	854	A0A371MF90;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077203
A0A371MII0	unreviewed	A0A371MII0_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk C5B90_09805	Haloferax sp. Atlit-12N	753	A0A371MII0;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2077203
