accession	alntmscore	Organism	Taxonomic.lineage
A0A1W1XBV0	0.9805	Andreprevotia lacus DSM 23236	Andreprevotia lacus (species), Andreprevotia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1A9T1F6	0.9806	Methylovorus sp. MM2	unclassified Methylovorus (no rank), Methylovorus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1F4B709	0.9718	Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_63_19	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A845BN96	0.9816	Craterilacuibacter sinensis	Craterilacuibacter (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A3N9QPG8	0.9815	Rhodobacteraceae bacterium CH30	unclassified Paracoccaceae (no rank), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1F4DQF1	0.9715	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_63_13	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A847S2X5	0.9867	Leeia aquatica	Leeia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0X8GPH5	0.9867	Janthinobacterium sp. B9-8	unclassified Janthinobacterium (no rank), Janthinobacterium (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1G5SHR9	0.9573	Nitrosomonas mobilis	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A643FL40	0.9567	Cupriavidus basilensis	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0C4YDR7	0.9581	Cupriavidus basilensis	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7I8ED98	0.9881	Jeongeupia sp. HS-3	unclassified Jeongeupia (no rank), Jeongeupia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A537CBI0	0.9817	Betaproteobacteria bacterium	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1D9BEF8	0.9782	Jeongeupia sp. USM3	unclassified Jeongeupia (no rank), Jeongeupia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7X1P848	0.9652	Betaproteobacteria bacterium	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A377SS63	0.9861	Iodobacter fluviatilis	Iodobacter (genus), Chromobacterium group (no rank), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A5C7VKE6	0.9839	Nitrosomonas sp	unclassified Nitrosomonas (no rank), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1I7H3Z1	0.9616	Nitrosomonas eutropha	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A536XVC7	0.9865	Betaproteobacteria bacterium	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A3S8ZV10	0.9861	Iodobacter ciconiae	Iodobacter (genus), Chromobacterium group (no rank), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1K2HH74	0.9776	Chitinimonas taiwanensis DSM 18899	Chitinimonas taiwanensis (species), Chitinimonas (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2G3J8B9	0.986	Iodobacter sp. BJB302	unclassified Iodobacter (no rank), Iodobacter (genus), Chromobacterium group (no rank), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A6GT24	0.9859	Limnobacter sp. MED105	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0F0FV36	0.9887	Burkholderiaceae bacterium 16	unclassified Burkholderiaceae (no rank), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7G3G910	0.9796	Iodobacter fluviatilis	Iodobacter (genus), Chromobacterium group (no rank), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2W4V292	0.9939	Betaproteobacteria bacterium	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2D6RR34	0.9939	Sutterellaceae bacterium	unclassified Sutterellaceae (no rank), Sutterellaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A6C1B3S7	0.9723	Nitrogeniibacter mangrovi	Nitrogeniibacter (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
Q0AJ40	0.9592	Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57)	Nitrosomonas eutropha (species), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A151QJ34	0.9858	Limnobacter sp. CACIAM 66H1	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A653ICG1	0.9893	Limnobacter sp. 130	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0J5GIK1	0.987	Vogesella sp. EB	unclassified Vogesella (no rank), Vogesella (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2S7TS94	0.9915	Limnobacter sp. SAORIC-690	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7C6VJ46	0.9864	Rhodocyclaceae bacterium	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A3B9PQC4	0.9864	Thauera sp	unclassified Thauera (no rank), Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7C2HSV0	0.9872	Betaproteobacteria bacterium	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A495B1L3	0.9804	Vogesella indigofera (Pseudomonas indigofera)	Vogesella (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A248LFE8	0.9834	Laribacter hongkongensis	Laribacter (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2E2R3T8	0.9846	Sutterellaceae bacterium	unclassified Sutterellaceae (no rank), Sutterellaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A520TEP6	0.9952	Limnobacter sp	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A643FTN4	0.986	Cupriavidus basilensis	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A840MP94	0.9655	Chitinivorax tropicus	Chitinivorax (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1C6LIH9	0.9868	Vogesella sp. LIG4	unclassified Vogesella (no rank), Vogesella (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A849SWF5	0.9812	Methylophilaceae bacterium	unclassified Methylophilaceae (no rank), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A329B4A8	0.9828	Microvirgula sp. AG722	unclassified Microvirgula (no rank), Microvirgula (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2S0P754	0.9825	Microvirgula aerodenitrificans	Microvirgula (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A521WA45	0.9734	Gammaproteobacteria bacterium	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A149VSI9	0.9849	Ferrovum sp. PN-J185	unclassified Ferrovum (no rank), Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4R8LN68	0.9707	Paraburkholderia rhizosphaerae	Paraburkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4P6THC2	0.9843	Aquitalea sp. USM4	unclassified Aquitalea (no rank), Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0R0LKY4	0.9752	Ferrovum sp. JA12	unclassified Ferrovum (no rank), Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A259N8M7	0.9799	Ferrovum sp. 34-44-207	unclassified Ferrovum (no rank), Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2G3K7H5	0.9791	Chitinimonas sp. BJB300	unclassified Chitinimonas (no rank), Chitinimonas (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A1G0NGM3	0.9868	Hydrogenophilales bacterium RIFOXYD1_FULL_62_11	unclassified Hydrogenophilales (no rank), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A3G9GAW7	0.984	Aquitalea magnusonii	Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A851H4L8	0.9845	Aquitalea sp. LB_tupeE	unclassified Aquitalea (no rank), Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0F3KN27	0.9841	Aquitalea magnusonii	Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4U0Q893	0.9818	Chitiniphilus eburneus	Chitiniphilus (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A0B7IXE8	0.9812	Candidatus Methylopumilus turicensis	Candidatus Methylopumilus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A3N7DHC9	0.9843	Aquitalea sp. FJL05	unclassified Aquitalea (no rank), Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4R7B9L5	0.9869	Paludibacterium purpuratum	Paludibacterium (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A838YD37	0.9845	Aquitalea magnusonii	Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A6J5DL89	0.9922	Paraburkholderia humisilvae	Paraburkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A318JJD3	0.9842	Aquitalea magnusonii	Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A454JHP3	0.9841	Aquitalea sp. MWU14-2217	unclassified Aquitalea (no rank), Aquitalea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A2A7S668	0.9917	Burkholderia gladioli (Pseudomonas marginata) (Phytomonas marginata)	Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A560VD08	0.9919	Burkholderia sp. SJZ115	unclassified Burkholderia (no rank), Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A7D5V9I3	0.987	Chitinibacter fontanus	Chitinibacter (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4Y1YPW9	0.965	Nitrosomonas stercoris	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A418X0G3	0.9606	Noviherbaspirillum cavernae	Noviherbaspirillum (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A4P8IT35	0.9921	Burkholderia sp. DHOD12	unclassified Burkholderia (no rank), Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
A0A808WDR0	0.9919	Burkholderia gladioli pv. gladioli	Burkholderia gladioli (species), Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)
