accession	seqid	alntmscore	Taxonomic.lineage	Organism	Phylum	LeidenCluster	tSNE1	tSNE2	info
A0A1T1NTU2	0.524	0.959	Xanthomonas axonopodis (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis pv. melhusii	Pseudomonadota	NA	NA	NA	NA
A0A1T1QVU2	0.524	0.9573	Xanthomonas campestris (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas campestris pv. vitiscarnosae	Pseudomonadota	NA	NA	NA	NA
A0A808FH04	0.524	0.9573	Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. phaseoli var. fuscans	Pseudomonadota	NA	NA	NA	NA
A0A828YMD6	0.524	0.9586	Xanthomonas campestris pv. malvacearum (no rank), Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. malvacearum str. GSPB2388	Pseudomonadota	NA	NA	NA	NA
A0A2H1SQZ6	0.524	0.9584	Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. fuscans	Pseudomonadota	NA	NA	NA	NA
A0A1U8Z8J5	0.524	0.959	Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. aurantifolii	Pseudomonadota	NA	NA	NA	NA
D4T920	0.524	0.9594	Xanthomonas citri pv. aurantifolii (no rank), Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. aurantifolii str. ICPB 10535	Pseudomonadota	NA	NA	NA	NA
A0A7S6YYZ9	0.524	0.9594	unclassified Xanthomonas (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas sp. WG16	Pseudomonadota	NA	NA	NA	NA
A0A7X9US57	0.524	0.9573	Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri (Xanthomonas campestris pv. citri)	Pseudomonadota	NA	NA	NA	NA
H8FCG2	0.524	0.957	Xanthomonas citri pv. mangiferaeindicae (no rank), Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. mangiferaeindicae LMG 941	Pseudomonadota	NA	NA	NA	NA
M4TUS5	0.524	0.9589	Xanthomonas axonopodis (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis Xac29-1	Pseudomonadota	NA	NA	NA	NA
A0A7Z7EM80	0.524	0.9571	Xanthomonas axonopodis (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis pv. eucalyptorum	Pseudomonadota	NA	NA	NA	NA
Q8PNL5	0.524	0.9584	Xanthomonas citri pv. citri (no rank), Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis pv. citri (strain 306)	Pseudomonadota	NA	NA	NA	NA
A0A2S7EL29	0.524	0.9575	Xanthomonas euvesicatoria (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas euvesicatoria pv. citrumelonis	Pseudomonadota	NA	NA	NA	NA
A0A220WKL0	0.524	0.9585	Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. vignicola	Pseudomonadota	NA	NA	NA	NA
A0A1D9ELV0	0.524	0.9556	Xanthomonas campestris pv. glycines (no rank), Xanthomonas citri (species), Xanthomonas citri group (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas citri pv. glycines str. 8ra	Pseudomonadota	NA	NA	NA	NA
A0A4Q7BSA5	0.523	0.9561	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. WCHAc060033	Pseudomonadota	NA	NA	NA	NA
A0A7Z7J1W6	0.524	0.9511	Xanthomonas phaseoli (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas campestris pv. phaseoli	Pseudomonadota	NA	NA	NA	NA
A0A831VXF4	0.516	0.9506	Marinobacter (genus), Marinobacteraceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinobacter antarcticus	Pseudomonadota	NA	NA	NA	NA
A0A2T4DJ71	0.524	0.9509	unclassified Marinobacter (no rank), Marinobacter (genus), Marinobacteraceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinobacter sp. B9-2	Pseudomonadota	NA	NA	NA	NA
M7DBB6	0.523	0.9514	Marinobacter santoriniensis (species), Marinobacter (genus), Marinobacteraceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinobacter santoriniensis NKSG1	Pseudomonadota	NA	NA	NA	NA
A0A2M8K8K4	0.52	0.9696	unclassified Marinomonas (no rank), Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas sp. BSi20584	Pseudomonadota	NA	NA	NA	NA
A0A1G8J3H6	0.519	0.9571	Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonas panipatensis	Pseudomonadota	NA	NA	NA	NA
A0A4R7NSK5	0.53	0.959	Chromohalobacter (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chromohalobacter marismortui	Pseudomonadota	NA	NA	NA	NA
A0A4R0PHF7	0.523	0.9573	unclassified Pseudomonas (no rank), Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonas sp. IC_126	Pseudomonadota	NA	NA	NA	NA
A0A653NEF9	0.515	0.9587	unclassified Pseudomonas (no rank), Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonas sp. 8AS	Pseudomonadota	NA	NA	NA	NA
A0A2A2FTX8	0.532	0.9568	unclassified Pseudomonas (no rank), Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonas sp. WN033	Pseudomonadota	NA	NA	NA	NA
A0A1M5N947	0.52	0.9586	Marinomonas polaris (species), Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas polaris DSM 16579	Pseudomonadota	NA	NA	NA	NA
X7E3W3	0.518	0.9583	Marinomonas ushuaiensis (species), Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas ushuaiensis DSM 15871	Pseudomonadota	NA	NA	NA	NA
A6W2G6	0.518	0.9691	unclassified Marinomonas (no rank), Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas sp. (strain MWYL1)	Pseudomonadota	NA	NA	NA	NA
W1RQH8	0.521	0.9586	Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas profundimaris	Pseudomonadota	NA	NA	NA	NA
A0A2P6JMU8	0.522	0.9569	unclassified Pseudomonas (no rank), Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonas sp. MYb185	Pseudomonadota	NA	NA	NA	NA
A0A4V3DG55	0.514	0.9587	Marinomonas (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinomonas communis	Pseudomonadota	NA	NA	NA	NA
M5CU41	0.52	0.9728	Stenotrophomonas maltophilia (species), Stenotrophomonas maltophilia group (no rank), Stenotrophomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophomonas maltophilia RA8	Pseudomonadota	NA	NA	NA	NA
A0A1G0I4I8	0.526	0.9702	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22	Pseudomonadota	NA	NA	NA	NA
A0A1E7R9I4	0.532	0.972	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter qingfengensis	Pseudomonadota	NA	NA	NA	NA
A0A088DA64	0.528	0.9715	Acinetobacter calcoaceticus/baumannii complex (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter baumannii	Pseudomonadota	NA	NA	NA	NA
A0A3F3MLV4	0.528	0.9691	Acinetobacter calcoaceticus/baumannii complex (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter baumannii	Pseudomonadota	NA	NA	NA	NA
N9RQC4	0.519	0.9664	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. ANC 3880	Pseudomonadota	NA	NA	NA	NA
N9SAZ2	0.519	0.9617	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. NIPH 1867	Pseudomonadota	NA	NA	NA	NA
A0A6P1LNA2	0.519	0.9636	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter dispersus	Pseudomonadota	NA	NA	NA	NA
N9MN40	0.519	0.9658	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. ANC 4105	Pseudomonadota	NA	NA	NA	NA
A0A5B2ZCE2	0.536	0.964	Arenimonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Arenimonas fontis	Pseudomonadota	NA	NA	NA	NA
A0A0F3L1M9	0.516	0.9753	Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter yeojuensis	Pseudomonadota	NA	NA	NA	NA
A0A270NRH5	0.52	0.9603	Stenotrophomonas maltophilia group (no rank), Stenotrophomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	Pseudomonadota	NA	NA	NA	NA
A0A3Q8F9Q9	0.525	0.9607	unclassified Stenotrophomonas maltophilia group (no rank), Stenotrophomonas maltophilia group (no rank), Stenotrophomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophomonas sp. SAU14A_NAIMI4_5	Pseudomonadota	NA	NA	NA	NA
A0A0R0AR22	0.525	0.9592	Stenotrophomonas pictorum (species), Stenotrophomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophomonas pictorum JCM 9942	Pseudomonadota	NA	NA	NA	NA
A0A5N0KSS1	0.523	0.9605	Stenotrophomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophomonas cyclobalanopsidis	Pseudomonadota	NA	NA	NA	NA
A0A4S3KBL9	0.519	0.9742	Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter lindaniclasticus	Pseudomonadota	NA	NA	NA	NA
A0A522NE50	0.524	0.97	unclassified Rhodanobacter (no rank), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter sp	Pseudomonadota	NA	NA	NA	NA
A0A2E2IAM7	0.529	0.9691	unclassified Oceanospirillaceae (no rank), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oceanospirillaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0P6VEU7	0.524	0.9592	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis	Pseudomonadota	NA	NA	NA	NA
A0A3G2WAT2	0.522	0.9608	Xanthomonas axonopodis (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis pv. commiphoreae	Pseudomonadota	NA	NA	NA	NA
A0A840JAZ2	0.522	0.9581	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas axonopodis	Pseudomonadota	NA	NA	NA	NA
A0A0Q5JMB2	0.517	0.9571	unclassified Xanthomonas (no rank), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas sp. Leaf148	Pseudomonadota	NA	NA	NA	NA
A0A2S7A418	0.525	0.9578	Xanthomonas arboricola (species), Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas arboricola pv. guizotiae	Pseudomonadota	NA	NA	NA	NA
A0A1S1XHJ8	0.522	0.9561	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas alfalfae	Pseudomonadota	NA	NA	NA	NA
A0A7W7KUX4	0.522	0.9556	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas euvesicatoria	Pseudomonadota	NA	NA	NA	NA
A0A2S7D9I7	0.517	0.9574	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas pisi	Pseudomonadota	NA	NA	NA	NA
A0A508AE77	0.521	0.9604	Lysobacter (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Lysobacter aestuarii	Pseudomonadota	NA	NA	NA	NA
A0A2S7DL68	0.527	0.9556	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas melonis	Pseudomonadota	NA	NA	NA	NA
A0A0G8XUA2	0.522	0.9561	Xanthomonas (genus), Xanthomonadaceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonas perforans	Pseudomonadota	NA	NA	NA	NA
A0A369UID7	0.516	0.97	Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella tabacisoli	Pseudomonadota	NA	NA	NA	NA
A0A4Q7BAB6	0.523	0.9559	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. WCHAc060025	Pseudomonadota	NA	NA	NA	NA
