StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC13	A0A2M7CXA2	92.78567	22.49432	unclassified Xanthomonadales (no rank), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Xanthomonadales bacterium CG02_land_8_20_14_3_00_62_12	Pseudomonadota	0.531	0.9804
SC13	A0A2M7GJQ1	63.536102	38.64805	unclassified Rhodobacterales (no rank), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodobacterales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_59_13	Pseudomonadota	0.406	0.9237
SC13	A0A2M7PWY6	32.605133	48.467278	unclassified Zetaproteobacteria (no rank), Zetaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_49_80	Pseudomonadota	0.555	0.9751
SC13	A0A2N1AK72	73.50603	50.860596	unclassified Halomonas (no rank), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas sp. MES3-P3E	Pseudomonadota	0.531	0.9549
SC13	A0A2N1R7E6	70.63194	52.05591	unclassified Spirochaetes (no rank), Spirochaetes (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Spirochaetae bacterium HGW-Spirochaetae-7	Other	0.414	0.9432
SC13	A0A2N2AIX1	93.66187	54.875465	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1	Pseudomonadota	0.571	0.9776
SC13	A0A2N2JE22	101.3643	1.2458916	unclassified Deltaproteobacteria (no rank), Deltaproteobacteria (class), delta/epsilon subdivisions (subphylum), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14	delta/epsilon subdivisions (subphylum), Pseudomonadota	0.539	0.9619
SC13	A0A2N2TWQ7	94.940315	-16.983448	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium HGW-Betaproteobacteria-14	Pseudomonadota	0.707	0.9878
SC13	A0A2N5N9H7	78.88487	40.893257	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus pasadenensis	Bacillota	0.436	0.9643
SC13	A0A2N6AT16	63.77334	39.015038	unclassified Hyphomicrobiales (no rank), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hyphomicrobiales bacterium	Pseudomonadota	0.424	0.9297
SC13	A0A2N7QML0	97.110985	52.525036	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. AD56	Pseudomonadota	0.521	0.9533
SC13	A0A2N7QRJ3	95.04856	22.104149	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. AD56	Pseudomonadota	0.512	0.9619
SC13	A0A2P7NZK8	86.45977	31.190819	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas supralitoralis	Pseudomonadota	0.572	0.9842
SC13	A0A2R5EQ79	78.50511	42.216484	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus agaridevorans	Bacillota	0.437	0.9576
SC13	A0A2R6XXD6	45.555737	29.649563	Candidatus Carbobacillus (genus), Bacillales incertae sedis (no rank), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Carbobacillus altaicus	Bacillota	0.449	0.893
SC13	A0A2S0UCU1	77.71054	39.240093	unclassified Paenibacillus (no rank), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sp. CAA11	Bacillota	0.433	0.9609
SC13	A0A2S6F6Y9	100.461426	4.358912	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila	Pseudomonadota	0.503	0.9662
SC13	A0A2S6FCF0	99.307724	3.941414	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila	Pseudomonadota	0.501	0.9683
SC13	A0A2S6N5C1	63.903805	35.226624	Rhodoblastus (genus), Beijerinckiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodoblastus sphagnicola	Pseudomonadota	0.388	0.9335
SC13	A0A2T0V9J2	72.741135	50.512936	Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas songnenensis	Pseudomonadota	0.54	0.9546
SC13	A0A2T5I4K7	86.10711	31.967983	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas oligotropha	Pseudomonadota	0.567	0.9714
SC13	A0A2T5IAN9	85.04888	36.84049	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas ureae	Pseudomonadota	0.567	0.9743
SC13	A0A2T5KK89	104.49193	50.342274	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. OK325	Pseudomonadota	0.494	0.9525
SC13	A0A2T5KQH1	95.5185	13.531664	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. OK325	Pseudomonadota	0.515	0.9788
SC13	A0A2T5MBC8	84.11403	43.441936	Stenotrophobium (genus), Sinobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Stenotrophobium rhamnosiphilum	Pseudomonadota	0.551	0.9675
SC13	A0A2T6FT26	78.24998	42.628925	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus elgii	Bacillota	0.433	0.9464
SC13	A0A2T9JS20	71.875206	-48.60492	Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter endophyticus	Pseudomonadota	0.405	0.9237
SC13	A0A2U2BTK1	64.774506	39.806084	Marinicauda (genus), Maricaulaceae (family), Maricaulales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinicauda salina	Pseudomonadota	0.411	0.9279
SC13	A0A2V1GXR1	100.2059	14.597762	Pelagibaculum (genus), Oceanospirillales incertae sedis (no rank), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelagibaculum spongiae	Pseudomonadota	0.54	0.9829
SC13	A0A2V2RMV4	91.787895	-55.297523	unclassified Acidobacteria (no rank), Acidobacteria (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidobacteria bacterium	Other	0.482	0.9432
SC13	A0A2V2YQS4	78.52981	37.202866	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus cellulosilyticus	Bacillota	0.438	0.9518
SC13	A0A2V3VYS3	89.26775	26.07298	unclassified Nitrosomonas (no rank), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas sp. Nm84	Pseudomonadota	0.568	0.9566
SC13	A0A2V5KD20	78.27022	36.85949	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus flagellatus	Bacillota	0.423	0.943
SC13	A0A2V5UGW7	91.02283	-55.22857	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.482	0.9005
SC13	A0A2V5VB35	92.43921	-53.73064	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.485	0.907
SC13	A0A2V5VIW6	83.02942	-54.591553	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.479	0.9461
SC13	A0A2V5XMC8	88.38851	26.695953	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.489	0.9156
SC13	A0A2V5Y5H5	92.98373	-53.374928	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.473	0.9438
SC13	A0A2V5YQ87	90.72158	-56.501064	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.476	0.9093
SC13	A0A2V6ID70	90.88177	-55.86723	unclassified Verrucomicrobia (no rank), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Verrucomicrobia bacterium	Other	0.478	0.9437
SC13	A0A2W1LGC8	78.94894	37.919003	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sambharensis	Bacillota	0.435	0.9622
SC13	A0A2W1P159	77.977005	40.871044	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus xerothermodurans	Bacillota	0.416	0.9423
SC13	A0A2W5R3H6	62.661854	38.001854	Phenylobacterium (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Phenylobacterium zucineum	Pseudomonadota	0.399	0.9258
SC13	A0A2W5WQ61	57.745052	36.262028	Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter segnis	Pseudomonadota	0.397	0.9198
SC13	A0A2X2RK24	41.171867	27.669956	Capnocytophaga (genus), Flavobacteriaceae (family), Flavobacteriales (order), Flavobacteriia (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Capnocytophaga ochracea	Bacteroidota	0.334	0.9104
SC13	A0A2Z3KU15	96.61381	21.261168	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella anisa	Pseudomonadota	0.491	0.9686
SC13	A0A2Z6E5I7	85.71126	32.963627	Aerosticca (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aerosticca soli	Pseudomonadota	0.513	0.9601
SC13	A0A2Z6E6Z3	97.98371	53.218624	Aerosticca (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aerosticca soli	Pseudomonadota	0.517	0.9537
SC13	A0A316IH83	97.41315	53.85555	Fulvimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Fulvimonas soli	Pseudomonadota	0.522	0.9552
SC13	A0A316IQD2	99.46071	11.660648	Fulvimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Fulvimonas soli	Pseudomonadota	0.525	0.9674
SC13	A0A317U4D8	99.536415	7.651298	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella qingyii	Pseudomonadota	0.49	0.963
SC13	A0A317ZJ82	88.46124	25.568918	Coraliomargarita (genus), Puniceicoccaceae (family), Puniceicoccales (order), Opitutae (class), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Coraliomargarita sinensis	Verrucomicrobia	0.455	0.9161
SC13	A0A318AS78	72.34643	-47.92286	unclassified Caulobacter (no rank), Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter sp. D5	Pseudomonadota	0.403	0.9209
SC13	A0A318DDW9	96.95324	53.352825	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. AtDHG13	Pseudomonadota	0.515	0.9554
SC13	A0A318DQM7	95.34581	22.431885	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. AtDHG13	Pseudomonadota	0.516	0.9614
SC13	A0A318VQG0	94.513145	8.748707	unclassified Thioalkalivibrio (no rank), Thioalkalivibrio (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thioalkalivibrio sp. ALE21	Pseudomonadota	0.56	0.9311
SC13	A0A328BQ54	62.772507	37.030064	Phenylobacterium (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Phenylobacterium kunshanense	Pseudomonadota	0.413	0.9269
SC13	A0A328C4B0	100.18394	7.6173344	Lujinxingia (genus), Lujinxingiaceae (family), Bradymonadales (order), Deltaproteobacteria (class), delta/epsilon subdivisions (subphylum), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Lujinxingia litoralis	delta/epsilon subdivisions (subphylum), Pseudomonadota	0.548	0.9799
SC13	A0A328P2Q1	99.12152	10.164166	Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella jiangningensis	Pseudomonadota	0.512	0.9678
SC13	A0A328P4L6	97.31157	52.595726	Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella jiangningensis	Pseudomonadota	0.51	0.9547
SC13	A0A328T3F2	100.0499	9.575916	unclassified Oleiagrimonas (no rank), Oleiagrimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oleiagrimonas sp. MCCC 1A03011	Pseudomonadota	0.519	0.9677
SC13	A0A328TYB6	80.17892	36.530006	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus montanisoli	Bacillota	0.441	0.9612
SC13	A0A349S8T1	90.71435	46.920044	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	0.521	0.9459
SC13	A0A350AR27	87.553055	45.202644	unclassified Opitutae (no rank), Opitutae (class), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Opitutae bacterium	Verrucomicrobia	0.453	0.9274
SC13	A0A351SHS5	91.92805	22.207605	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	0.541	0.979
SC13	A0A352KPH0	96.78442	53.90238	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	0.524	0.9593
SC13	A0A354GS78	88.02945	24.95529	unclassified Planctomycetales (no rank), Planctomycetales (order), Planctomycetia (class), Planctomycetota (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Planctomycetales bacterium	Planctomycetota	0.431	0.945
