protid	StruCluster
A0A2X2RK24	SC13
A0A2Z3KU15	SC13
A0A2Z6E5I7	SC13
A0A2Z6E6Z3	SC13
A0A316IH83	SC13
A0A316IQD2	SC13
A0A317U4D8	SC13
A0A317ZJ82	SC13
A0A318AS78	SC13
A0A318DDW9	SC13
A0A318DQM7	SC13
A0A318VQG0	SC13
A0A328BQ54	SC13
A0A328C4B0	SC13
A0A328P2Q1	SC13
A0A328P4L6	SC13
A0A328T3F2	SC13
A0A328TYB6	SC13
A0A349S8T1	SC13
A0A350AR27	SC13
A0A351SHS5	SC13
A0A352KPH0	SC13
A0A354GS78	SC13
A0A354XFD4	SC13
A0A355PER5	SC13
A0A355PPZ4	SC13
A0A356FUJ9	SC13
A0A356KNR3	SC13
A0A356SL78	SC13
A0A357V7V9	SC13
A0A358JLW9	SC13
A0A364NI03	SC13
A0A365TPW8	SC13
A0A368K9V3	SC13
A0A368KGA9	SC13
A0A368U9J5	SC13
A0A368VLU6	SC13
A0A369UID7	SC13
A0A369UN06	SC13
A0A370KAN1	SC13
A0A370KDA5	SC13
A0A370WXQ7	SC13
A0A370WXR9	SC13
A0A370XDW9	SC13
A0A371PJA9	SC13
A0A373BKZ8	SC13
A0A377GNB5	SC13
A0A378IGN9	SC13
A0A378JGY1	SC13
A0A378JIT2	SC13
A0A378JS98	SC13
A0A378K2G6	SC13
A0A378KPC1	SC13
A0A378L527	SC13
A0A378LXC9	SC13
A0A378Y4Y8	SC13
A0A386X6C2	SC13
A0A396QIM1	SC13
A0A399YQ62	SC13
A0A3A0CKE6	SC13
A0A3A1UK73	SC13
A0A3A4VX22	SC13
A0A3A6PT83	SC13
A0A3A6W9Q9	SC13
A0A3A9FME8	SC13
A0A3B0CMS6	SC13
A0A3C0KD05	SC13
A0A3C1TS27	SC13
A0A3C2E9B2	SC13
A0A3D0KEK6	SC13
A0A3D0YLI4	SC13
A0A3D1M7H0	SC13
A0A3D2C6Y9	SC13
A0A3D2JZQ0	SC13
A0A3D3E0K1	SC13
A0A3D3JGZ6	SC13
A0A3D4KRR1	SC13
A0A3D4VZJ1	SC13
A0A3D8MSS1	SC13
A0A3E1K7P2	SC13
A0A3E2TFP5	SC13
A0A3E2U6N7	SC13
A0A3F2V5J6	SC13
A0A3G8R952	SC13
A0A3G9JC44	SC13
A0A3L7T7E0	SC13
A0A3L7TXT1	SC13
A0A3L8B6L6	SC13
A0A3L8BWB5	SC13
A0A3L8BWK0	SC13
A0A3M1CKQ8	SC13
A0A3M1DVT3	SC13
A0A3M1IEX2	SC13
A0A3M1KEY0	SC13
A0A3M1PV64	SC13
A0A3M1UFR9	SC13
A0A3M9MPH1	SC13
A0A3M9MTU2	SC13
A0A3N1Y679	SC13
A0A3P0XES5	SC13
A0A3R6IWM6	SC13
A0A3R6KDJ9	SC13
A0A3R6SGB5	SC13
A0A3R6SYQ3	SC13
A0A3R6UDD9	SC13
A0A3R6YSK6	SC13
A0A3R6Z7A2	SC13
A0A3S0S1W0	SC13
A0A3S0W3N8	SC13
A0A3S0W8X4	SC13
A0A3S0WRR7	SC13
A0A3S8YVZ6	SC13
A0A3T0E7Z7	SC13
A0A3T0VGU3	SC13
A0A401HY62	SC13
A0A410UFV8	SC13
A0A413I3C4	SC13
A0A416FTI6	SC13
A0A416KAB2	SC13
A0A417C3F4	SC13
A0A417U1S7	SC13
A0A418TD40	SC13
A0A424LNU2	SC13
A0A426QLG7	SC13
A0A430HQA3	SC13
A0A430JDV8	SC13
A0A430KUQ3	SC13
A0A433K3F6	SC13
A0A433K6H1	SC13
A0A433L8Z8	SC13
A0A495D1U6	SC13
A0A4P7BZF5	SC13
A0A4P8XR04	SC13
A0A4Q2WVT4	SC13
A0A4R0Y9D5	SC13
A0A4R0YWE9	SC13
A0A4R0Z2K3	SC13
A0A4R1GGT6	SC13
A0A4R1ZSG1	SC13
A0A4R2ICE0	SC13
A0A4R3IBS4	SC13
A0A4R3L8D4	SC13
A0A4R3YQC7	SC13
A0A4R3YVK0	SC13
A0A4R5KXG1	SC13
A0A4R6RIL1	SC13
A0A4R6TR58	SC13
A0A4R6YWR0	SC13
A0A4R7YJP3	SC13
A0A4S2HKN3	SC13
A0A4S3KBL9	SC13
A0A4S3KMF9	SC13
A0A4S3KVJ9	SC13
A0A4T1E3I6	SC13
A0A4U0GM37	SC13
A0A4U1KVF6	SC13
A0A4U2Q3H1	SC13
A0A4U3CA27	SC13
A0A4V2NLW1	SC13
A0A4V2NMB6	SC13
A0A4Y5Z549	SC13
A0A4Y5Z641	SC13
A0A4Y8QAC2	SC13
A0A502BVN9	SC13
A0A502C969	SC13
A0A506UQ87	SC13
A0A511URQ3	SC13
A0A512AZ70	SC13
A0A517T528	SC13
A0A518EYB1	SC13
A0A521H3U0	SC13
A0A521PUM8	SC13
A0A521R8T1	SC13
A0A522FE91	SC13
A0A522G787	SC13
A0A522GZG4	SC13
A0A522H2U5	SC13
A0A522HQ98	SC13
A0A522HZF2	SC13
A0A522JNH1	SC13
A0A522L380	SC13
A0A522M7U3	SC13
A0A522NAN8	SC13
A0A522NE50	SC13
A0A522SVA3	SC13
A0A522VQ36	SC13
A0A523L460	SC13
A0A523LMZ3	SC13
A0A523M3N0	SC13
A0A523MNL5	SC13
A0A534B309	SC13
A0A534CIU9	SC13
A0A534UZJ5	SC13
A0A536VMW4	SC13
A0A536YVN9	SC13
A0A544X0C8	SC13
A0A556W5P5	SC13
A0A558J979	SC13
A0A559K5L0	SC13
A0A564U9Y0	SC13
A0A5A7VSR0	SC13
A0A5A7VYE2	SC13
A0A5B6TCM1	SC13
A0A5B8K0K8	SC13
A0A5B9DXS8	SC13
A0A5C4T182	SC13
A0A5C6UMR4	SC13
A0A5C6XGP6	SC13
A0A5C6XR99	SC13
A0A5C7JID6	SC13
A0A5C7KYM4	SC13
A0A5C7QWY8	SC13
A0A5C7V945	SC13
A0A5C7VY92	SC13
A0A5C7X0J4	SC13
A0A5C7YZM5	SC13
A0A5C7Z581	SC13
A0A5C8M706	SC13
A0A5C8ZBS8	SC13
A0A5J6LHS5	SC13
A0A5M6D813	SC13
A0A5M6ZPH6	SC13
A0A5N0T7P6	SC13
A0A5Q2NRS2	SC13
A0A5Q4FJX2	SC13
A0A5Q4G8G3	SC13
A0A5Q4GQU1	SC13
A0A5R9GSI1	SC13
A0A5S4FC80	SC13
A0A5S5BZQ0	SC13
A0A653X9A2	SC13
A0A6A7N1L7	SC13
A0A6B8QSG6	SC13
A0A6B8RNA5	SC13
A0A6F8SYE2	SC13
A0A6F8U660	SC13
A0A6F8XAW7	SC13
A0A6G4A1Q4	SC13
A0A6H0IW28	SC13
A0A6H1YAA6	SC13
A0A6H2H021	SC13
A0A6I1R5P0	SC13
A0A6I2L974	SC13
A0A6I7N0R2	SC13
A0A6I7NCB2	SC13
A0A6L5QKX5	SC13
A0A6L6PI23	SC13
A0A6L6Q9Z8	SC13
A0A6L7LV14	SC13
A0A6L7M448	SC13
A0A6L7MW04	SC13
A0A6L7TH92	SC13
A0A6L7VQ42	SC13
A0A6L7VRV6	SC13
A0A6L7XRT8	SC13
A0A6L8AQ57	SC13
A0A6L8EN25	SC13
A0A6L8L1Y8	SC13
A0A6L8MHU0	SC13
A0A6L8V464	SC13
A0A6M1NVH8	SC13
A0A6M8VTX5	SC13
A0A6M8WCM4	SC13
A0A6N0BN23	SC13
A0A6N1DLW8	SC13
A0A6N2CSJ9	SC13
A0A6N4SQW2	SC13
A0A6N6VJ08	SC13
A0A6N9B1A1	SC13
A0A6N9CSY9	SC13
A0A6P1NXQ3	SC13
A0A6P2A471	SC13
A0A6V8MBI5	SC13
A0A7C1D0I3	SC13
A0A7C1TJ58	SC13
A0A7C2NT27	SC13
A0A7C2RCI3	SC13
A0A7C4U3R0	SC13
A0A7C5FGX6	SC13
A0A7C5GWJ5	SC13
A0A7C5HD88	SC13
A0A7C5PJL2	SC13
A0A7C7Y4U5	SC13
A0A7C8LQJ0	SC13
A0A7C9P1E6	SC13
A0A7D5S7F9	SC13
A0A7G4A456	SC13
A0A7G4RJR3	SC13
A0A7G8Q1W9	SC13
A0A7G8Q6B4	SC13
A0A7G8UVP5	SC13
A0A7G8ZIH8	SC13
A0A7H0Y6E9	SC13
A0A7H1VGX9	SC13
A0A7H8VPC0	SC13
A0A7I9VTI0	SC13
A0A7R7JF62	SC13
A0A7S6MMY0	SC13
A0A7S6S783	SC13
A0A7S8C7A5	SC13
A0A7T0RDC8	SC13
A0A7T5FCG1	SC13
A0A7U4YYD4	SC13
A0A7U7QAW6	SC13
A0A7U9NHN4	SC13
A0A7U9RZH9	SC13
A0A7U9S691	SC13
A0A7V7X5D1	SC13
A0A7V7XN73	SC13
A0A7V8F6F1	SC13
A0A7V8F6M0	SC13
A0A7V9FCZ7	SC13
A0A7W0DFD0	SC13
A0A7W0GLB8	SC13
A0A7W1APD8	SC13
A0A7W1KLC8	SC13
A0A7W1NZI5	SC13
A0A7W1TFQ0	SC13
A0A7W1U880	SC13
A0A7W5AT09	SC13
A0A7W5G8B5	SC13
A0A7W5HG03	SC13
A0A7W5HJ76	SC13
A0A7W6EEI3	SC13
A0A7W8JM42	SC13
A0A7W8MKW9	SC13
A0A7W8N2F1	SC13
A0A7W8NAG1	SC13
A0A7W9BR19	SC13
A0A7W9Z4Q6	SC13
A0A7W9Z8H9	SC13
A0A7X0AEI7	SC13
A0A7X0AJW2	SC13
A0A7X0APB9	SC13
A0A7X0ASQ3	SC13
A0A7X2P6S1	SC13
A0A7X2ZF15	SC13
A0A7X3D879	SC13
A0A7X3GHJ5	SC13
A0A7X3KQP0	SC13
A0A7X4FX03	SC13
A0A7X4H263	SC13
A0A7X4KBC6	SC13
A0A7X5C6E3	SC13
A0A7X5NCL7	SC13
A0A7X5QU36	SC13
A0A7X5TP84	SC13
A0A7X5UC86	SC13
A0A7X5ZJJ2	SC13
A0A7X7PZA5	SC13
A0A7Y1VZM1	SC13
A0A7Y2B3S7	SC13
A0A7Y2FF28	SC13
A0A7Y3MDC2	SC13
A0A7Y3XAG2	SC13
A0A7Y4U048	SC13
A0A7Y5BHE2	SC13
A0A7Y5JKF2	SC13
A0A7Y5LDY1	SC13
A0A7Y5RMS7	SC13
A0A7Y6R634	SC13
A0A7Y6RA05	SC13
A0A7Y7LMI8	SC13
A0A7Z0NBF7	SC13
A0A7Z0RTY4	SC13
A0A7Z0RZ35	SC13
A0A7Z7N015	SC13
A0A7Z9H5L4	SC13
A0A800ME16	SC13
A0A806P9P4	SC13
A0A831TFQ9	SC13
A0A833LRS5	SC13
A0A836THX5	SC13
A0A836X9B5	SC13
A0A838I1T5	SC13
A0A838IHM9	SC13
A0A838N3Q8	SC13
A0A839GG85	SC13
A0A839IU93	SC13
A0A840RPB5	SC13
A0A841KDR2	SC13
A0A844DEE5	SC13
A0A844DRI3	SC13
A0A845GA75	SC13
A0A845HYT9	SC13
A0A846USS4	SC13
A0A846ZJ45	SC13
A0A847T1M7	SC13
A0A849MIN9	SC13
A0A853Q4I7	SC13
A0A8B5WJD4	SC13
A3UJR0	SC13
A5MZG8	SC13
B0SWQ0	SC13
B5JTA2	SC13
B8GLI9	SC13
B9E3F7	SC13
C5BLJ1	SC13
C6D8B6	SC13
C7H7W0	SC13
C7M9J8	SC13
C7RAL1	SC13
C7RQP9	SC13
D3HPH7	SC13
D3S8V4	SC13
D4K494	SC13
D5BV49	SC13
D5VH10	SC13
D8K8E6	SC13
E0IDL9	SC13
E0RBX7	SC13
E1VQU9	SC13
E3EA30	SC13
E7NUD0	SC13
F4L0B1	SC13
F4L2B6	SC13
F7SSZ2	SC13
F8FHE2	SC13
F8GJD9	SC13
F9ZIV0	SC13
G4E7T4	SC13
G4F5J3	SC13
G7VWJ6	SC13
H0J2R2	SC13
H1G6X9	SC13
H6CNB9	SC13
H6N9Z0	SC13
H8KYQ0	SC13
I0BE88	SC13
I4VKD4	SC13
I4VW03	SC13
I4W067	SC13
I4W440	SC13
I5AQZ7	SC13
J9HAT5	SC13
K4KMJ5	SC13
L9UB54	SC13
M4NFP8	SC13
M4NHF3	SC13
M5DWJ8	SC13
M9YCP9	SC13
Q0AQ95	SC13
Q0F0C3	SC13
Q2SN84	SC13
Q3J8K0	SC13
Q5ZYS2	SC13
Q8KT79	SC13
R4YQ10	SC13
R6FEU6	SC13
R9IQU5	SC13
R9KE14	SC13
S0JIX8	SC13
S9SJV6	SC13
U2FZR5	SC13
W7YIQ7	SC13
W8KS51	SC13
W9V2U1	SC13
A0A1V3XSW9	SC14
A0A049DL26	SC14
A0A068N0C7	SC14
A0A076HAR3	SC14
A0A076HF37	SC14
A0A081GJY6	SC14
A0A081I6S3	SC14
A0A0A2BMY1	SC14
A0A0A2CKH6	SC14
A0A0D6KQE2	SC14
A0A0D8ZR95	SC14
A0A0E3TU63	SC14
A0A0E9A984	SC14
A0A0F4ETQ4	SC14
A0A0F5MXQ0	SC14
A0A0H3LKC4	SC14
A0A0H4KGT9	SC14
A0A0I9TJX7	SC14
A0A0I9UCI1	SC14
A0A0J8WU29	SC14
A0A0K1SA21	SC14
A0A0M0SDU7	SC14
A0A0M4Q389	SC14
A0A0N7FUV2	SC14
A0A0P9D8D6	SC14
A0A0Q5QYP0	SC14
A0A0R0M1V7	SC14
A0A0R2U0I9	SC14
A0A0R3EFB7	SC14
A0A0R3FCD2	SC14
A0A0R3FLY2	SC14
A0A0R3H8L7	SC14
A0A0R3I538	SC14
A0A0S4QKV0	SC14
A0A0U0WCY0	SC14
A0A0U0YAA2	SC14
A0A0U0ZHV5	SC14
A0A0U1DR01	SC14
A0A100HZT1	SC14
A0A109SZQ7	SC14
A0A132PHI7	SC14
A0A140K4K0	SC14
A0A163AIU1	SC14
A0A163BCL1	SC14
A0A163XV55	SC14
A0A163YPZ8	SC14
A0A164CH37	SC14
A0A172ZD82	SC14
A0A197SDJ8	SC14
A0A1A0KYW8	SC14
A0A1A1WBK9	SC14
A0A1A2A225	SC14
A0A1A2DG85	SC14
A0A1A2FZR6	SC14
A0A1A2GFQ2	SC14
A0A1A2HDL8	SC14
A0A1A2JTK4	SC14
A0A1A2KVR9	SC14
A0A1A2NEM7	SC14
A0A1A2NPZ2	SC14
A0A1A2PQ00	SC14
A0A1A2R021	SC14
A0A1A2S8Z7	SC14
A0A1A2VAA0	SC14
A0A1A2VG03	SC14
A0A1A2X988	SC14
A0A1A2ZXD7	SC14
A0A1A3ETQ7	SC14
A0A1A3KIJ2	SC14
A0A1A3N5D7	SC14
A0A1A3P6N5	SC14
A0A1A3PFV3	SC14
A0A1A6BG16	SC14
A0A1B1ZVI7	SC14
A0A1B4Y1I0	SC14
A0A1B9DD09	SC14
A0A1B9R4C6	SC14
A0A1C0VR98	SC14
A0A1C7HIR6	SC14
A0A1D8U3Q7	SC14
A0A1E5QLS2	SC14
A0A1E5QYS4	SC14
A0A1G0X609	SC14
A0A1G6NZX5	SC14
A0A1H1ECS4	SC14
A0A1J0PE07	SC14
A0A1K1LFH3	SC14
A0A1N0V860	SC14
A0A1N7G4V1	SC14
A0A1P8XIH1	SC14
A0A1Q4HZN1	SC14
A0A1Q4RE87	SC14
A0A1Q8ZB66	SC14
A0A1R0UAQ3	SC14
A0A1R0VEN3	SC14
A0A1S1KM19	SC14
A0A1S1ZZP5	SC14
A0A1U6AQS0	SC14
A0A1U7ID10	SC14
A0A1U7J0F2	SC14
A0A1W9GJI5	SC14
A0A1W9JAK5	SC14
A0A1W9Y0D3	SC14
A0A1X0A3D5	SC14
A0A1X0CD72	SC14
A0A1X0DK74	SC14
A0A1X0I5K4	SC14
A0A1X0K3T7	SC14
A0A1X1R617	SC14
A0A1X1UN99	SC14
A0A1X1VZE9	SC14
A0A1X1XR86	SC14
A0A1X1Z1M3	SC14
A0A1X1ZUP5	SC14
A0A1X2A4V7	SC14
A0A1X2AUK2	SC14
A0A1X2C578	SC14
A0A1X2F8T4	SC14
A0A1X2FFZ3	SC14
A0A1X2LU60	SC14
A0A1X7EZR5	SC14
A0A1Y0CTK4	SC14
A0A1Z4F083	SC14
A0A1Z4FTR9	SC14
A0A1Z4G1S9	SC14
A0A1Z4GH98	SC14
A0A1Z4GX84	SC14
A0A1Z4IGX0	SC14
A0A1Z4JNV2	SC14
A0A1Z4K390	SC14
A0A1Z4LER3	SC14
A0A1Z4N1H0	SC14
A0A1Z4N8Z1	SC14
A0A1Z4TKV9	SC14
A0A220YG46	SC14
A0A227KAF2	SC14
A0A235IC97	SC14
A0A235IFB4	SC14
A0A235IYM2	SC14
A0A240AE38	SC14
A0A251WG97	SC14
A0A251ZA86	SC14
A0A252CRD7	SC14
A0A252CRH7	SC14
A0A252CV68	SC14
A0A252DEX7	SC14
A0A252DVG5	SC14
A0A252E732	SC14
A0A252E8H4	SC14
A0A2A2ZFJ0	SC14
A0A2A3L3K8	SC14
A0A2D0HJ69	SC14
A0A2D6Y1H1	SC14
A0A2D8U090	SC14
A0A2E0ECA0	SC14
A0A2E1U8Y8	SC14
A0A2E7LUU5	SC14
A0A2E9J2W8	SC14
A0A2G4F2Z1	SC14
A0A2G4HLU4	SC14
A0A2G6DYW7	SC14
A0A2G6GFM6	SC14
A0A2G6JW26	SC14
A0A2G6P8U7	SC14
A0A2G7GL23	SC14
A0A2I1RB65	SC14
A0A2L2NFD7	SC14
A0A2L2NNA3	SC14
A0A2M8NW77	SC14
A0A2M9Q2W3	SC14
A0A2P7ECX5	SC14
A0A2P7MWQ0	SC14
A0A2P8QSK2	SC14
A0A2P8WAG3	SC14
A0A2S5G7B6	SC14
A0A2S5R0A3	SC14
A0A2S6CW44	SC14
A0A2S6VGU0	SC14
A0A2T1C218	SC14
A0A2T1CW51	SC14
A0A2T1F4I5	SC14
A0A2T1FWB6	SC14
A0A2T2W4N7	SC14
A0A2U1ZNQ2	SC14
A0A2U3N7D1	SC14
A0A2W4WFP0	SC14
A0A2W6ZE25	SC14
A0A2W7ALR7	SC14
A0A2W7BIL0	SC14
A0A2Z5YCQ5	SC14
A0A2Z6CS95	SC14
A0A316JSJ9	SC14
A0A316MY73	SC14
A0A318RFM7	SC14
A0A326QPR2	SC14
A0A328IEX0	SC14
A0A329M4I6	SC14
A0A349JIS0	SC14
A0A350Y5Z2	SC14
A0A352X3M6	SC14
A0A354B4U8	SC14
A0A354BFM0	SC14
A0A355CN96	SC14
A0A357EB92	SC14
A0A358BYW0	SC14
A0A367PXB6	SC14
A0A367RN64	SC14
A0A367S2A6	SC14
A0A368TIP8	SC14
A0A375Z4L8	SC14
A0A378T9L6	SC14
A0A391PEK6	SC14
A0A3B6X5Z6	SC14
A0A3D3U030	SC14
A0A3D5G7K4	SC14
A0A3E0M169	SC14
A0A3E1HFS9	SC14
A0A3E2MZR4	SC14
A0A3L7NEV0	SC14
A0A3L7NL16	SC14
A0A3L7VZ94	SC14
A0A3M1Y842	SC14
A0A3M2C553	SC14
A0A3M9Z6P1	SC14
A0A3M9ZBR9	SC14
A0A3N6C1M1	SC14
A0A3S0Y1D4	SC14
A0A3S1J1M9	SC14
A0A401ID17	SC14
A0A432J7G2	SC14
A0A433VYX8	SC14
A0A448JYS4	SC14
A0A449G5U2	SC14
A0A495K0N8	SC14
A0A497B6W8	SC14
A0A497C6E0	SC14
A0A498H1I6	SC14
A0A498P9A7	SC14
A0A498PXA7	SC14
A0A498PZV9	SC14
A0A498QPS7	SC14
A0A4D9CM22	SC14
A0A4P5VQ47	SC14
A0A4P6LEM0	SC14
A0A4P6UKD4	SC14
A0A4Q9J4B7	SC14
A0A4R8S0N2	SC14
A0A4R8SEL7	SC14
A0A4R8T0N5	SC14
A0A4S4BVM6	SC14
A0A4U1D247	SC14
A0A4V0ARR6	SC14
A0A4V1DHU6	SC14
A0A4Y3FTU7	SC14
A0A4Y8M4B2	SC14
A0A517NP23	SC14
A0A518K452	SC14
A0A520LLW7	SC14
A0A522B6C7	SC14
A0A522XDY1	SC14
A0A524RN53	SC14
A0A524RTN5	SC14
A0A532CIL1	SC14
A0A532D4D2	SC14
A0A532DWE3	SC14
A0A532EKE4	SC14
A0A532EYG8	SC14
A0A554NFT1	SC14
A0A560L823	SC14
A0A5A4WB12	SC14
A0A5B1BTF8	SC14
A0A5C5ZME5	SC14
A0A5C6A718	SC14
A0A5C7N3B7	SC14
A0A5C7XS17	SC14
A0A5D4SV47	SC14
A0A5D4TB55	SC14
A0A5J4FBD8	SC14
A0A5N0IP74	SC14
A0A5Q0GKT3	SC14
A0A5Q4HH04	SC14
A0A653EWN9	SC14
A0A655DLX3	SC14
A0A655E8Y2	SC14
A0A655JEX3	SC14
A0A656L176	SC14
A0A661VSA7	SC14
A0A679LJK9	SC14
A0A6A0IGT8	SC14
A0A6B3M652	SC14
A0A6B3NKH3	SC14
A0A6B9B7C4	SC14
A0A6G3Z6V3	SC14
A0A6G9SBJ5	SC14
A0A6G9SI00	SC14
A0A6G9SR38	SC14
A0A6H2NR61	SC14
A0A6I1F5M9	SC14
A0A6I2FY15	SC14
A0A6I5N782	SC14
A0A6L7GM09	SC14
A0A6L8H715	SC14
A0A6M0EPJ3	SC14
A0A6M0G1D5	SC14
A0A6M0P4A5	SC14
A0A6M0RXB3	SC14
A0A6M8BFF9	SC14
A0A6N2EIK1	SC14
A0A6N8FVY7	SC14
A0A6P0KE17	SC14
A0A6P0RAL8	SC14
A0A6P0W1Z9	SC14
A0A6P0WZ82	SC14
A0A6P1A7L3	SC14
A0A6P1KQZ8	SC14
A0A6P2B7C3	SC14
A0A6P2BWL9	SC14
A0A7C1DVE4	SC14
A0A7C3BDN7	SC14
A0A7C4HLM2	SC14
A0A7C4PU93	SC14
A0A7D6E2Z9	SC14
A0A7G1IGG8	SC14
A0A7G2D4U1	SC14
A0A7G7KIN0	SC14
A0A7G7KN50	SC14
A0A7G7KRP6	SC14
A0A7G7VYY3	SC14
A0A7G8DIK0	SC14
A0A7G8DTA0	SC14
A0A7G8E0V0	SC14
A0A7G8E9U6	SC14
A0A7G8EIJ0	SC14
A0A7G8ERX7	SC14
A0A7G8F094	SC14
A0A7G8F8U6	SC14
A0A7G8FQG1	SC14
A0A7G8FYJ3	SC14
A0A7G8G946	SC14
A0A7G8GQ10	SC14
A0A7G8GYE0	SC14
A0A7G8H6B8	SC14
A0A7G8HN10	SC14
A0A7G8I2T8	SC14
A0A7G8ISK8	SC14
A0A7G8J182	SC14
A0A7G8JAT9	SC14
A0A7G9ZC64	SC14
A0A7H0EZC5	SC14
A0A7I7L4D7	SC14
A0A7I7LKP1	SC14
A0A7I7M2R9	SC14
A0A7I7MKN8	SC14
A0A7I7NMW5	SC14
A0A7I7NTM9	SC14
A0A7I7Q6N6	SC14
A0A7I7R2H4	SC14
A0A7I7TG72	SC14
A0A7I7XF44	SC14
A0A7I7Y9U2	SC14
A0A7I7YTA8	SC14
A0A7I7Z7F2	SC14
A0A7I9UZV9	SC14
A0A7I9VEX7	SC14
A0A7I9WSE8	SC14
A0A7I9XG00	SC14
A0A7I9YLU3	SC14
A0A7I9Z861	SC14
A0A7J9TB22	SC14
A0A7J9TH99	SC14
A0A7J9TT95	SC14
A0A7R7MVZ3	SC14
A0A7S8IWM3	SC14
A0A7T1HLK7	SC14
A0A7T1HSC8	SC14
A0A7T1HVJ7	SC14
A0A7T1I4W8	SC14
A0A7T1MQ04	SC14
A0A7T5E5M7	SC14
A0A7U4FC34	SC14
A0A7U6EMT9	SC14
A0A7U8TTP1	SC14
A0A7V3J0K4	SC14
A0A7V7RRL1	SC14
A0A7V8NIW1	SC14
A0A7V8W7C4	SC14
A0A7V9B991	SC14
A0A7W0AJ74	SC14
A0A7W0SUP8	SC14
A0A7X0RRE2	SC14
A0A7X4BL02	SC14
A0A7X4BX15	SC14
A0A7X4EBS3	SC14
A0A7X4IKG9	SC14
A0A7X6HQQ0	SC14
A0A7Y0KTP8	SC14
A0A7Y2AF48	SC14
A0A7Y2K6L9	SC14
A0A7Y3TJF8	SC14
A0A7Y3X7D7	SC14
A0A7Y8P8H4	SC14
A0A7Z7IKS5	SC14
A0A800CA47	SC14
A0A806JYA3	SC14
A0A809GZN5	SC14
A0A811ZYY1	SC14
A0A829C1E4	SC14
A0A829HSD5	SC14
A0A829MKW1	SC14
A0A829QB09	SC14
A0A829QGM6	SC14
A0A837ZWR4	SC14
A0A838VQP0	SC14
A0A841UEW0	SC14
A0A841VFZ7	SC14
A0A841WSE1	SC14
A0A844MH30	SC14
A0A845X4L8	SC14
A0A846G7S9	SC14
A0A846GX71	SC14
A0A846YP86	SC14
A0A848C4M1	SC14
A0A848KYQ5	SC14
A0A849DGX5	SC14
A0A849R3J2	SC14
A0A850A161	SC14
A0A853LYQ9	SC14
A0A853MEV5	SC14
A0A854I2V7	SC14
A0A854UPR8	SC14
A0A857D972	SC14
A0A857M7Y6	SC14
A0A8B3S260	SC14
A0A8B4DSF9	SC14
A0PQ00	SC14
A0QJB3	SC14
A1KMX8	SC14
A2CE14	SC14
A3YWC9	SC14
A3Z3R2	SC14
A4CWX5	SC14
A5GPR1	SC14
A5U6Z5	SC14
A5YKM2	SC14
A5YKM4	SC14
A9BDP9	SC14
B1MDP7	SC14
B1X309	SC14
B2HII5	SC14
B4VHW0	SC14
B4WSJ2	SC14
B5W3A8	SC14
B6WXI9	SC14
B7K7F9	SC14
B8ZS08	SC14
C1AG99	SC14
C4RC33	SC14
D3D061	SC14
D5PIY9	SC14
E1RG11	SC14
E5YAH6	SC14
F1YF04	SC14
F4CR12	SC14
G0TG51	SC14
G1V6Y0	SC14
G6FYQ1	SC14
G7GK45	SC14
G7H4E9	SC14
H0QZT1	SC14
H1W871	SC14
H1YY86	SC14
H5TMN4	SC14
H8IJ26	SC14
I2AH37	SC14
I4GCJ4	SC14
I4H297	SC14
I4H2Q8	SC14
J9WFD8	SC14
K8GNF0	SC14
K9FI52	SC14
K9P9A3	SC14
K9PQE2	SC14
K9QHS3	SC14
K9RYL3	SC14
K9U048	SC14
K9VI86	SC14
K9VW63	SC14
K9X4X7	SC14
K9Y0J3	SC14
L7LI84	SC14
L7V1X4	SC14
M3TIQ8	SC14
M3VIF0	SC14
O33127	SC14
P65769	SC14
P9WHV8	SC14
P9WHV9	SC14
Q05UY7	SC14
Q062D3	SC14
Q2B9S5	SC14
Q3AVN5	SC14
Q55898	SC14
Q73VJ1	SC14
Q7U3D7	SC14
Q7V3U5	SC14
Q7V9H1	SC14
R4UDL3	SC14
U5LCH6	SC14
U5WUY5	SC14
V7JBK6	SC14
V7KWJ3	SC14
V7LBU8	SC14
V7NC46	SC14
W0H2J6	SC14
W5TM82	SC14
W9DAS6	SC14
X7VAK8	SC14
X7YDL0	SC14
X7ZTF6	SC14
X8AIE9	SC14
X8BC95	SC14
X8CIT4	SC14
A0A257DGU2	SC15
A0A031IQU7	SC15
A0A059KS02	SC15
A0A060NNP6	SC15
A0A060NXF2	SC15
A0A076PTA7	SC15
A0A081J930	SC15
A0A096H0W1	SC15
A0A0A0DMZ6	SC15
A0A0A1H9B0	SC15
A0A0D0L7D6	SC15
A0A0D7KBG0	SC15
A0A0E3BZ95	SC15
A0A0E3C2Z0	SC15
A0A0G3BL55	SC15
A0A0H2M4T4	SC15
A0A0K6I5B1	SC15
A0A0K8P2A8	SC15
A0A0L6T9C7	SC15
A0A0L7MVM0	SC15
A0A0M2DVF1	SC15
A0A0N0JDJ2	SC15
A0A0N1L162	SC15
A0A0P0LT28	SC15
A0A0P0ME73	SC15
A0A0Q4G5Q1	SC15
A0A0Q4S6X6	SC15
A0A0Q4XWU1	SC15
A0A0Q5Z2A0	SC15
A0A0Q6MEM5	SC15
A0A0Q6N4Z4	SC15
A0A0Q6U4B0	SC15
A0A0Q6W968	SC15
A0A0Q6WQ83	SC15
A0A0Q7A7K1	SC15
