protid	LeidenCluster
A0A1H2VV26	LC11
A0A1H2VZL2	LC14
A0A1H2WA02	LC24
A0A1H2WMP0	LC11
A0A1H2WTL3	LC11
A0A1H2WYZ3	LC36
A0A1H2XWL4	LC14
A0A1H2Z2Q6	LC32
A0A1H2ZI31	LC28
A0A1H2ZQC9	LC05
A0A1H3AJB9	LC07
A0A1H3ASG2	LC00
A0A1H3BDQ8	LC29
A0A1H3C7P4	LC05
A0A1H3CP24	LC24
A0A1H3DIL8	LC36
A0A1H3DNY8	LC17
A0A1H3E460	LC14
A0A1H3EXM3	LC00
A0A1H3EXZ8	LC00
A0A1H3F3C0	LC02
A0A1H3F4G5	LC26
A0A1H3FBH1	LC14
A0A1H3FUG7	LC04
A0A1H3IKR9	LC00
A0A1H3INX0	LC07
A0A1H3IWR1	LC23
A0A1H3JN84	LC18
A0A1H3K017	LC11
A0A1H3K1Z6	LC17
A0A1H3K422	LC11
A0A1H3K461	LC25
A0A1H3K5W2	LC32
A0A1H3KMI3	LC17
A0A1H3KUL9	LC03
A0A1H3LN09	LC12
A0A1H3MRF3	LC14
A0A1H3PPQ8	LC44
A0A1H3Q2Q1	LC25
A0A1H3QD40	LC07
A0A1H3QFL9	LC12
A0A1H3RID6	LC01
A0A1H3VF49	LC30
A0A1H3VTX4	LC08
A0A1H3WE13	LC27
A0A1H3WED5	LC02
A0A1H3WFR5	LC00
A0A1H3WMP8	LC11
A0A1H3WYX2	LC00
A0A1H3X277	LC00
A0A1H3XDK3	LC30
A0A1H3XMH8	LC03
A0A1H3XUL3	LC04
A0A1H3YB76	LC25
A0A1H3YHY8	LC03
A0A1H3YKY6	LC00
A0A1H3ZRA4	LC29
A0A1H3ZRA5	LC44
A0A1H3ZYF7	LC09
A0A1H4ACM1	LC08
A0A1H4BF69	LC00
A0A1H4BMX9	LC02
A0A1H4BPP7	LC00
A0A1H4CD53	LC07
A0A1H4CJ91	LC04
A0A1H4CJB9	LC18
A0A1H4CQ14	LC07
A0A1H4DKG5	LC31
A0A1H4E257	LC00
A0A1H4GH64	LC10
A0A1H4HZS7	LC04
A0A1H4J1E5	LC05
A0A1H4K1B6	LC24
A0A1H4LJD6	LC21
A0A1H4LYL3	LC13
A0A1H4M950	LC21
A0A1H4N1T5	LC04
A0A1H4N921	LC22
A0A1H4NJQ0	LC21
A0A1H4NMI5	LC15
A0A1H4NMS6	LC22
A0A1H4NRB1	LC18
A0A1H4PIW8	LC24
A0A1H4PPI3	LC12
A0A1H4PWC0	LC21
A0A1H4Q3U2	LC01
A0A1H4SJF6	LC11
A0A1H4SSK1	LC00
A0A1H4SYP4	LC00
A0A1H4UHD5	LC12
A0A1H4UHT9	LC12
A0A1H4V4E8	LC01
A0A1H4VL49	LC12
A0A1H4W7K0	LC01
A0A1H4XB01	LC01
A0A1H4Y5C9	LC26
A0A1H4Z3L1	LC01
A0A1H4ZBN8	LC21
A0A1H4ZG19	LC01
A0A1H5B8Y5	LC00
A0A1H5FEC4	LC12
A0A1H5G694	LC01
A0A1H5HJU1	LC01
A0A1H5JRB6	LC22
A0A1H5KUC2	LC27
A0A1H5L1W9	LC12
A0A1H5L6K4	LC03
A0A1H5LQ62	LC27
A0A1H5MJE2	LC22
A0A1H5MZ71	LC01
A0A1H5NFH3	LC12
A0A1H5NGL0	LC13
A0A1H5PAP1	LC41
A0A1H5RE71	LC24
A0A1H5SKT6	LC04
A0A1H5TH75	LC18
A0A1H5UTV5	LC03
A0A1H5UZN2	LC14
A0A1H5VYW2	LC11
A0A1H5W080	LC02
A0A1H5XE60	LC07
A0A1H5XN29	LC00
A0A1H5YRW8	LC20
A0A1H5Z630	LC32
A0A1H5ZNM6	LC00
A0A1H6AH49	LC05
A0A1H6AII3	LC00
A0A1H6ALQ7	LC31
A0A1H6BM48	LC24
A0A1H6BWH8	LC17
A0A1H6CIC1	LC01
A0A1H6CMK5	LC04
A0A1H6CY09	LC21
A0A1H6D0Y0	LC03
A0A1H6DVN6	LC01
A0A1H6EP13	LC01
A0A1H6FJS2	LC10
A0A1H6GNM4	LC10
A0A1H6GP20	LC15
A0A1H6H416	LC08
A0A1H6HQ65	LC10
A0A1H6ISM6	LC11
A0A1H6J9I2	LC00
A0A1H6K0D6	LC27
A0A1H6LP78	LC22
A0A1H6LV73	LC08
A0A1H6LZY6	LC28
A0A1H6M7V6	LC29
A0A1H6MAU2	LC12
A0A1H6MFI3	LC21
A0A1H6QGW5	LC20
A0A1H6QQU8	LC27
A0A1H6QUE3	LC14
A0A1H6QV02	LC04
A0A1H6R435	LC13
A0A1H6RAN4	LC03
A0A1H6RQY3	LC07
A0A1H6RZC6	LC00
A0A1H6TDJ0	LC14
A0A1H6TJ28	LC18
A0A1H6UIS5	LC02
A0A1H6UJ00	LC05
A0A1H6V5H7	LC02
A0A1H6VIG4	LC06
A0A1H6VW18	LC27
A0A1H6WH78	LC00
A0A1H6XAY1	LC00
A0A1H6XH18	LC00
A0A1H6ZDR2	LC26
A0A1H6ZFL4	LC29
A0A1H7AG57	LC00
A0A1H7AMA4	LC04
A0A1H7AS63	LC31
A0A1H7AXH2	LC12
A0A1H7AY63	LC30
A0A1H7BJX9	LC33
A0A1H7C501	LC07
A0A1H7FE70	LC00
A0A1H7FK81	LC22
A0A1H7FP96	LC31
A0A1H7G7N1	LC21
A0A1H7GCE2	LC27
A0A1H7GER6	LC01
A0A1H7HKQ6	LC21
A0A1H7HT17	LC30
A0A1H7HV41	LC27
A0A1H7IG38	LC27
A0A1H7IR68	LC34
A0A1H7JAS8	LC25
A0A1H7JXF5	LC30
A0A1H7K5S7	LC14
A0A1H7LHR4	LC02
A0A1H7LRW2	LC04
A0A1H7MF55	LC20
A0A1H7MNL8	LC29
A0A1H7PDK0	LC04
A0A1H7PHQ3	LC05
A0A1H7PNA3	LC14
A0A1H7RVB0	LC04
A0A1H7SB08	LC04
A0A1H7SJC0	LC00
A0A1H7T0K1	LC23
A0A1H7T2C3	LC26
A0A1H7TUG7	LC27
A0A1H7U0S6	LC02
A0A1H7UM95	LC11
A0A1H7URU7	LC02
A0A1H7UWU1	LC05
A0A1H7VQR9	LC08
A0A1H7WRJ0	LC31
A0A1H7WSQ1	LC23
A0A1H7XPS0	LC11
A0A1H7Y281	LC01
A0A1H7Z8T5	LC00
A0A1H7ZNU7	LC18
A0A1H7ZR29	LC10
A0A1H7ZZU9	LC06
A0A1H8ABL7	LC14
A0A1H8AC44	LC04
A0A1H8ASG6	LC42
A0A1H8CYI6	LC20
A0A1H8DGS9	LC14
A0A1H8DRZ8	LC49
A0A1H8EA38	LC26
A0A1H8FGM5	LC10
A0A1H8FUM9	LC04
A0A1H8GAR3	LC11
A0A1H8GHD4	LC15
A0A1H8GIK5	LC03
A0A1H8GSZ6	LC03
A0A1H8GWF9	LC30
A0A1H8H9Q7	LC47
A0A1H8HKQ1	LC20
A0A1H8I410	LC11
A0A1H8J5Y8	LC10
A0A1H8JLZ0	LC12
A0A1H8KLR1	LC00
A0A1H8KMT9	LC28
A0A1H8KX61	LC02
A0A1H8KXE2	LC22
A0A1H8LC27	LC30
A0A1H8M2D6	LC02
A0A1H8M7G5	LC11
A0A1H8MTF8	LC02
A0A1H8N050	LC04
A0A1H8P5H6	LC01
A0A1H8Q354	LC23
A0A1H8Q410	LC33
A0A1H8Q7P9	LC03
A0A1H8QAM6	LC03
A0A1H8RGH2	LC34
A0A1H8SXJ0	LC00
A0A1H8THZ5	LC26
A0A1H8UDL6	LC11
A0A1H8V013	LC10
A0A1H8V3L2	LC31
A0A1H8VTY9	LC09
A0A1H8WJ35	LC42
A0A1H8XN73	LC06
A0A1H8Y4J2	LC21
A0A1H8Y8N9	LC21
A0A1H8YGQ7	LC24
A0A1H8Z067	LC20
A0A1H8Z2E0	LC44
A0A1H8Z563	LC27
A0A1H8ZLV8	LC21
A0A1H8ZPY0	LC12
A0A1H9A4T6	LC25
A0A1H9BHW9	LC03
A0A1H9CB09	LC06
A0A1H9CTD0	LC10
A0A1H9D2J4	LC13
A0A1H9D4I6	LC12
A0A1H9D6P6	LC08
A0A1H9DZN0	LC18
A0A1H9EF97	LC01
A0A1H9EI91	LC04
A0A1H9EJL8	LC11
A0A1H9EV00	LC03
A0A1H9GC34	LC07
A0A1H9HH05	LC00
A0A1H9HKY4	LC13
A0A1H9HT01	LC04
A0A1H9HXS0	LC30
A0A1H9IDG9	LC31
A0A1H9J9R3	LC09
A0A1H9KWU5	LC21
A0A1H9L3P9	LC02
A0A1H9LC19	LC34
A0A1H9LJ35	LC07
A0A1H9M942	LC02
A0A1H9MN83	LC03
A0A1H9MV15	LC20
A0A1H9NZ93	LC00
A0A1H9P820	LC00
A0A1H9PZE1	LC24
A0A1H9QDY4	LC26
A0A1H9QGB8	LC24
A0A1H9QJ41	LC04
A0A1H9R5V3	LC24
A0A1H9R9V0	LC05
A0A1H9RU86	LC44
A0A1H9SHI6	LC03
A0A1H9TAV6	LC03
A0A1H9TWU0	LC31
A0A1H9U7F5	LC33
A0A1H9UH66	LC36
A0A1H9UTW9	LC15
A0A1H9VIE5	LC01
A0A1H9VLS0	LC00
A0A1H9VX02	LC11
A0A1H9WCB4	LC08
A0A1H9WJP1	LC02
A0A1H9WPW4	LC24
A0A1H9XZV6	LC04
A0A1H9YBT0	LC20
A0A1H9YJ20	LC07
A0A1H9YPY7	LC00
A0A1H9YVH3	LC27
A0A1H9ZIL6	LC00
A0A1H9ZIU2	LC18
A0A1I0AG51	LC26
A0A1I0AGU8	LC14
A0A1I0APP0	LC40
A0A1I0BZI3	LC28
A0A1I0DGR1	LC04
A0A1I0DGW6	LC06
A0A1I0EWT5	LC25
A0A1I0EX46	LC36
A0A1I0FU23	LC43
A0A1I0G182	LC24
A0A1I0IRK9	LC12
A0A1I0JNM1	LC08
A0A1I0KN96	LC18
A0A1I0KSW6	LC01
A0A1I0M983	LC00
A0A1I0MAD0	LC31
A0A1I0MQ59	LC07
A0A1I0N5C9	LC08
A0A1I0N9J9	LC47
A0A1I0NCE3	LC20
A0A1I0PUW0	LC07
A0A1I0QAL7	LC33
A0A1I0QME6	LC11
A0A1I0RHE8	LC00
A0A1I0S5P2	LC07
A0A1I0SEP1	LC02
A0A1I0SGG1	LC24
A0A1I0SIH4	LC12
A0A1I0SMG3	LC00
A0A1I0U2D8	LC18
A0A1I0VL77	LC32
A0A1I0W5R9	LC21
A0A1I0WGN3	LC32
A0A1I0WPH7	LC36
A0A1I0XEY4	LC00
A0A1I0XGF6	LC11
A0A1I0YG81	LC24
A0A1I0YPV3	LC29
A0A1I1A0L2	LC27
A0A1I1AT60	LC18
A0A1I1BIA7	LC15
A0A1I1C166	LC07
A0A1I1CUK8	LC21
A0A1I1D9A9	LC05
A0A1I1DAX6	LC32
A0A1I1ENL2	LC01
A0A1I1EYI1	LC17
A0A1I1F0V9	LC00
A0A1I1FE01	LC05
A0A1I1FG49	LC02
A0A1I1FG96	LC32
A0A1I1G7D5	LC36
A0A1I1GA21	LC10
A0A1I1HUB3	LC01
A0A1I1HZI9	LC05
A0A1I1II63	LC30
A0A1I1IWH2	LC34
A0A1I1IWP6	LC29
A0A1I1J3X4	LC04
A0A1I1JM04	LC11
A0A1I1K271	LC02
A0A1I1KMU6	LC26
A0A1I1L6U9	LC19
A0A1I1LBB8	LC14
A0A1I1M6K0	LC00
A0A1I1MFX0	LC04
A0A1I1NFE0	LC11
A0A1I1P9U9	LC05
A0A1I1QCK5	LC00
A0A1I1QD72	LC07
A0A1I1S2M0	LC07
A0A1I1T510	LC30
A0A1I1VR25	LC19
A0A1I1X685	LC20
A0A1I1XPP7	LC06
A0A1I1XX84	LC43
A0A1I1XXK1	LC12
A0A1I1YSK9	LC20
A0A1I1YXR9	LC03
A0A1I1ZQQ0	LC30
A0A1I1ZWZ7	LC00
A0A1I2ASI2	LC11
A0A1I2AZI1	LC07
A0A1I2B3Q2	LC04
A0A1I2B499	LC24
A0A1I2C2L9	LC02
A0A1I2CHB3	LC03
A0A1I2CVM4	LC02
A0A1I2EEQ3	LC11
A0A1I2EGY9	LC04
A0A1I2ER71	LC01
A0A1I2FW76	LC31
A0A1I2GQM0	LC00
A0A1I2GZB5	LC29
A0A1I2H0A1	LC00
A0A1I2H787	LC02
A0A1I2HYC6	LC21
A0A1I2IL04	LC02
A0A1I2J8L2	LC22
A0A1I2K8V9	LC27
A0A1I2KQS5	LC01
A0A1I2LSG5	LC14
A0A1I2M7V5	LC30
A0A1I2ME99	LC10
A0A1I2MTW8	LC24
A0A1I2PCQ6	LC03
A0A1I2PTL3	LC27
A0A1I2QCR9	LC06
A0A1I2QGA4	LC05
A0A1I2RHP6	LC08
A0A1I2SM31	LC02
A0A1I2SWP1	LC04
A0A1I2SX19	LC19
A0A1I2UFA4	LC03
A0A1I2W6K3	LC21
A0A1I2WRQ8	LC18
A0A1I2WSH5	LC28
A0A1I2XP22	LC14
A0A1I2XVZ7	LC41
A0A1I2ZBM4	LC28
A0A1I3A6V5	LC04
A0A1I3ACW8	LC02
A0A1I3BJD1	LC27
A0A1I3BUU8	LC32
A0A1I3DRA7	LC33
A0A1I3E815	LC21
A0A1I3E8A1	LC05
A0A1I3ELI1	LC25
A0A1I3EVD9	LC21
A0A1I3F0A4	LC04
A0A1I3G5L9	LC12
A0A1I3HKV6	LC29
A0A1I3HZI1	LC06
A0A1I3IBN2	LC08
A0A1I3IGP9	LC31
A0A1I3IZZ8	LC04
A0A1I3JZ70	LC14
A0A1I3KQG0	LC17
A0A1I3M8J5	LC05
A0A1I3MD16	LC04
A0A1I3N190	LC00
A0A1I3N1R9	LC09
A0A1I3N9M3	LC01
A0A1I3NC46	LC15
A0A1I3P449	LC05
A0A1I3QQL2	LC43
A0A1I3RPG1	LC33
A0A1I3S5B7	LC11
A0A1I3S9F5	LC10
A0A1I3SBR0	LC25
A0A1I3SY00	LC07
A0A1I3SZ86	LC03
A0A1I3TP82	LC12
A0A1I3TZ25	LC00
A0A1I3UGA5	LC01
A0A1I3UYZ2	LC08
A0A1I3W3L7	LC29
A0A1I3WW71	LC21
A0A1I3XQR0	LC20
A0A1I3YBC5	LC06
A0A1I3YUM0	LC02
A0A1I3Z145	LC01
A0A1I3ZBH6	LC05
A0A1I4BPQ6	LC06
A0A1I4BZB8	LC00
A0A1I4C8F3	LC25
A0A1I4CUJ1	LC24
A0A1I4DET2	LC15
A0A1I4DTB6	LC04
A0A1I4DUN2	LC21
A0A1I4E9X6	LC14
A0A1I4EPJ1	LC10
A0A1I4F4Z7	LC04
A0A1I4FGF6	LC20
A0A1I4FL58	LC04
A0A1I4FYI2	LC17
A0A1I4G4J3	LC11
A0A1I4I3T3	LC26
A0A1I4JJZ9	LC14
A0A1I4L4P2	LC43
A0A1I4LY08	LC14
A0A1I4LYR2	LC11
A0A1I4M0X9	LC18
A0A1I4NR08	LC30
A0A1I4NZ77	LC03
A0A1I4PGP7	LC31
A0A1I4PTV6	LC14
A0A1I4R023	LC26
A0A1I4RIC2	LC12
A0A1I4RJ89	LC11
A0A1I4S0C0	LC20
A0A1I4S0H3	LC42
A0A1I4S943	LC04
A0A1I4T9P5	LC24
A0A1I4TCP6	LC21
A0A1I4VJK0	LC04
A0A1I4VNV7	LC01
A0A1I4WAK7	LC08
A0A1I4WFR8	LC09
A0A1I4WG05	LC19
A0A1I4WIP4	LC00
A0A1I4WJV3	LC20
A0A1I4WTS8	LC43
A0A1I4X155	LC30
A0A1I4XRL4	LC27
A0A1I4XV70	LC02
A0A1I4YL00	LC02
A0A1I4YP68	LC27
A0A1I4YU77	LC09
A0A1I4Z7Z1	LC27
A0A1I4Z9F7	LC11
A0A1I5AQ20	LC14
A0A1I5BWT5	LC10
A0A1I5BWV8	LC18
A0A1I5C5K3	LC20
A0A1I5CL95	LC00
A0A1I5DRD6	LC07
A0A1I5DTK2	LC18
A0A1I5DVU8	LC00
A0A1I5FHT3	LC08
A0A1I5FM15	LC30
A0A1I5FUD0	LC07
A0A1I5G1U8	LC11
A0A1I5G7Q7	LC27
A0A1I5GNU6	LC02
A0A1I5HR92	LC12
A0A1I5K0V7	LC33
A0A1I5K5S1	LC12
A0A1I5KRQ4	LC32
A0A1I5KS98	LC17
A0A1I5MNE6	LC24
A0A1I5N2H9	LC26
A0A1I5N611	LC11
A0A1I5NJT3	LC05
A0A1I5NSN9	LC24
A0A1I5NZ67	LC19
A0A1I5P018	LC12
A0A1I5P4Z9	LC30
A0A1I5P6V5	LC10
A0A1I5PI76	LC15
A0A1I5PUG5	LC10
A0A1I5PVB8	LC10
A0A1I5PWC2	LC12
A0A1I5RQL0	LC12
A0A1I5SZ31	LC05
A0A1I5TBC1	LC19
A0A1I5U3R5	LC01
A0A1I5UEF1	LC12
A0A1I5URS2	LC02
A0A1I5VK84	LC18
A0A1I5VU28	LC19
A0A1I5WFB2	LC02
A0A1I5Y230	LC18
A0A1I5Z147	LC08
A0A1I5Z9Z4	LC11
A0A1I6BPY9	LC12
A0A1I6CNF8	LC40
A0A1I6E5D4	LC24
A0A1I6EBE7	LC11
A0A1I6FXG7	LC33
A0A1I6G4G6	LC24
A0A1I6GR05	LC03
A0A1I6GXX9	LC43
A0A1I6H3Y9	LC17
A0A1I6HJG1	LC00
A0A1I6HLD6	LC11
A0A1I6HVL5	LC39
A0A1I6I3Y9	LC32
A0A1I6ICK8	LC06
A0A1I6ICM5	LC27
A0A1I6IS27	LC18
A0A1I6IXI3	LC01
A0A1I6J1G8	LC18
A0A1I6J3V0	LC00
A0A1I6JRV0	LC43
A0A1I6K3U4	LC27
A0A1I6KHM0	LC24
A0A1I6KL29	LC08
A0A1I6L4D7	LC04
A0A1I6L4X0	LC07
A0A1I6LDG3	LC20
A0A1I6LJ56	LC33
A0A1I6LLN0	LC08
A0A1I6MNF5	LC24
A0A1I6MS14	LC08
A0A1I6MU86	LC31
A0A1I6P3X3	LC01
A0A1I6PAE3	LC21
A0A1I6PAE9	LC24
A0A1I6PHF1	LC11
A0A1I6PNX6	LC02
A0A1I6PZB8	LC17
A0A1I6Q6C6	LC04
A0A1I6Q6H8	LC23
A0A1I6RST4	LC11
A0A1I6T074	LC27
A0A1I6T862	LC26
A0A1I6TMG4	LC02
A0A1I6TRN1	LC05
A0A1I6UCR1	LC05
A0A1I6VV37	LC32
A0A1I6XW21	LC02
A0A1I6XW70	LC27
A0A1I6Y0A7	LC13
A0A1I6YAN5	LC18
A0A1I6YC94	LC11
A0A1I6ZJH4	LC17
A0A1I6ZZR9	LC07
A0A1I7A850	LC12
A0A1I7AF39	LC15
A0A1I7AJT0	LC26
A0A1I7AR85	LC45
A0A1I7B7D5	LC05
A0A1I7C754	LC24
A0A1I7DQR8	LC09
A0A1I7EGW3	LC29
A0A1I7F668	LC03
A0A1I7F746	LC30
A0A1I7FGN5	LC14
A0A1I7FRR3	LC21
A0A1I7G2S5	LC27
A0A1I7G3N5	LC05
A0A1I7G7D2	LC00
A0A1I7GFI4	LC09
A0A1I7H3Z1	LC14
A0A1I7H4Q6	LC21
A0A1I7HE14	LC05
A0A1I7HUU3	LC30
A0A1I7IDX8	LC03
A0A1I7IHB7	LC08
A0A1I7KET2	LC03
A0A1I7M549	LC30
A0A1I7M9R0	LC42
A0A1I7NBC6	LC07
A0A1I7NJG8	LC02
A0A1I7NQ91	LC07
A0A1I9XZM9	LC07
A0A1I9YDA9	LC29
A0A1I9ZF87	LC00
A0A1J0AGB8	LC35
A0A1J0E818	LC09
A0A1J0ELQ2	LC12
A0A1J0GGI7	LC11
A0A1J0LIS0	LC05
A0A1J0PE07	LC37
A0A1J0T0C7	LC14
A0A1J0TQJ7	LC22
A0A1J0U7K9	LC24
A0A1J0VGX3	LC05
A0A1J0VVV8	LC22
A0A1J0WEZ4	LC11
A0A1J1EH61	LC07
A0A1J1JFS4	LC35
A0A1J1LHS1	LC35
A0A1J3ZWX7	LC06
A0A1J4E703	LC06
A0A1J4NB07	LC01
A0A1J4NIX4	LC23
A0A1J4NXM7	LC01
A0A1J4PZP5	LC01
A0A1J4QWU8	LC09
A0A1J4UJM2	LC36
A0A1J4XG73	LC14
A0A1J4XGX4	LC06
A0A1J4Y668	LC05
A0A1J4YWM2	LC20
A0A1J4Z674	LC05
A0A1J4ZVE6	LC11
A0A1J5AYE8	LC04
A0A1J5BBH9	LC08
A0A1J5BEQ3	LC20
A0A1J5BST3	LC20
A0A1J5CBP6	LC30
A0A1J5FIJ8	LC10
A0A1J5FK85	LC36
A0A1J5G871	LC35
A0A1J5GHX6	LC24
A0A1J5HVA2	LC03
A0A1J5IBU0	LC32
A0A1J5J649	LC20
A0A1J5JGE0	LC05
A0A1J5K2G7	LC07
A0A1J5K521	LC00
A0A1J5KIF8	LC27
A0A1J5KJD0	LC00
A0A1J5KUW4	LC09
A0A1J5LEQ7	LC21
A0A1J6HNC0	LC06
A0A1J6XCC7	LC24
A0A1J6XSP2	LC23
A0A1J6Y0F8	LC23
A0A1J6ZLX9	LC19
A0A1J7C518	LC09
A0A1J7C5S9	LC01
A0A1J7CK63	LC07
A0A1J8P927	LC03
A0A1J9NSD6	LC29
A0A1J9T149	LC17
A0A1J9UU61	LC17
A0A1J9YIC3	LC17
A0A1K0GLX5	LC24
A0A1K0INR5	LC32
A0A1K0IVC1	LC20
A0A1K1LFH3	LC13
A0A1K1LK28	LC14
A0A1K1LSF3	LC29
A0A1K1M106	LC18
A0A1K1MC53	LC27
A0A1K1MV12	LC11
A0A1K1N665	LC20
A0A1K1N6G3	LC04
A0A1K1NI54	LC31
A0A1K1NSA9	LC05
A0A1K1NTW6	LC12
A0A1K1P046	LC06
A0A1K1P164	LC03
A0A1K1QCV0	LC12
A0A1K1SXE9	LC00
A0A1K1T5K5	LC24
A0A1K1W8N2	LC05
A0A1K1XA88	LC31
A0A1K2ENR3	LC01
A0A1K2FW41	LC01
A0A1K2HH74	LC20
A0A1K2HUM9	LC07
A0A1K2IGT2	LC07
A0A1K2IIR3	LC08
A0A1L1PP05	LC30
A0A1L2B3C9	LC07
A0A1L2ZQY1	LC13
A0A1L3EYY7	LC31
A0A1L3FGP8	LC42
A0A1L3GLH2	LC21
A0A1L3J2R2	LC27
A0A1L3J364	LC27
A0A1L3JCG9	LC28
A0A1L3JQK0	LC06
A0A1L3KAA2	LC06
A0A1L3L1P2	LC15
A0A1L3LKJ7	LC15
A0A1L3MDA4	LC39
A0A1L3MT12	LC18
A0A1L3Q4E4	LC04
A0A1L3RL51	LC08
A0A1L3S0M9	LC08
A0A1L3STX7	LC15
A0A1L3ZRG0	LC10
A0A1L4BVY3	LC02
A0A1L4CX65	LC02
A0A1L5BK02	LC33
A0A1L5FE22	LC03
A0A1L5LVY9	LC04
A0A1L5NGQ5	LC15
A0A1L5P216	LC15
A0A1L5PZI3	LC12
A0A1L5QYP6	LC07
A0A1L6HZ45	LC29
A0A1L6JBZ7	LC10
A0A1L6KHS7	LC31
A0A1L6KP84	LC23
A0A1L6PKZ1	LC01
A0A1L6R4Z0	LC27
A0A1L6R619	LC27
A0A1L6R915	LC06
A0A1L7AJY7	LC04
A0A1L7FEJ2	LC00
A0A1L7FUE4	LC12
A0A1L7GR08	LC41
A0A1L7GUJ5	LC08
A0A1L7IA79	LC27
A0A1L7IAN7	LC27
A0A1L7NLE6	LC31
A0A1L7RD77	LC39
A0A1L8CI03	LC02
A0A1L8CKR7	LC05
A0A1L8MIR2	LC14
A0A1L8MKY2	LC00
A0A1L8N055	LC08
A0A1L8PL32	LC02
A0A1L9B8R2	LC26
A0A1L9BMC7	LC28
A0A1L9C7D3	LC04
A0A1L9CHQ4	LC15
A0A1L9NSA6	LC11
A0A1L9QFQ2	LC06
A0A1L9QXR7	LC35
A0A1L9R0Y6	LC28
A0A1M2UUL5	LC43
A0A1M2YVZ5	LC15
A0A1M2ZHY1	LC02
A0A1M2ZSB6	LC21
A0A1M3BPX1	LC15
A0A1M3C3H9	LC20
A0A1M3CDI6	LC21
A0A1M3DGK4	LC21
A0A1M3DWQ5	LC00
A0A1M3DZ20	LC00
A0A1M3E944	LC21
A0A1M3EN84	LC00
A0A1M3F1Y9	LC13
A0A1M3FUB6	LC07
A0A1M3G9H2	LC00
A0A1M3GPN3	LC21
A0A1M3GQ22	LC00
A0A1M3H6A1	LC20
A0A1M3H7G6	LC00
A0A1M3HLS3	LC10
A0A1M3IEC5	LC04
A0A1M3ISE2	LC30
A0A1M3JXK0	LC00
A0A1M3KSG4	LC07
A0A1M3KWJ5	LC26
A0A1M3L3C5	LC06
A0A1M3LNA6	LC18
A0A1M3M1U7	LC10
A0A1M3MIG5	LC06
A0A1M3MSZ4	LC14
A0A1M3P2B6	LC20
A0A1M3P3P3	LC31
A0A1M3PAX1	LC10
A0A1M3PSI9	LC15
A0A1M3PZN2	LC00
A0A1M3R2X6	LC02
A0A1M4EQ53	LC01
A0A1M4ILY1	LC25
A0A1M4L9Z6	LC06
A0A1M4N180	LC11
A0A1M4S0N2	LC39
A0A1M4SAS2	LC02
A0A1M4SFY3	LC26
A0A1M4SGC2	LC21
A0A1M4TVP6	LC11
A0A1M4U8E5	LC06
A0A1M4V429	LC05
A0A1M4VQF9	LC07
A0A1M4W3H4	LC03
A0A1M4W9K5	LC08
A0A1M4WB86	LC19
A0A1M4XFX6	LC07
A0A1M4Y6N4	LC25
A0A1M4YIJ4	LC07
A0A1M4Z9A0	LC08
A0A1M4ZFJ1	LC08
A0A1M4ZN86	LC00
A0A1M5BJD7	LC10
A0A1M5BU16	LC27
A0A1M5BXE4	LC00
A0A1M5C4Z7	LC00
A0A1M5CB83	LC03
A0A1M5D1L2	LC27
A0A1M5D322	LC05
A0A1M5D4P4	LC26
A0A1M5ETU3	LC27
A0A1M5F5S1	LC08
A0A1M5G2N9	LC02
A0A1M5G853	LC09
A0A1M5GRU5	LC24
A0A1M5HI38	LC14
A0A1M5HLD3	LC02
A0A1M5IBI1	LC07
A0A1M5IZ69	LC08
A0A1M5JBL9	LC10
A0A1M5JQU4	LC11
A0A1M5JWX4	LC02
A0A1M5KMY3	LC00
A0A1M5L621	LC00
A0A1M5LQN6	LC08
A0A1M5MNE4	LC02
A0A1M5N326	LC08
A0A1M5N661	LC33
A0A1M5N947	LC05
A0A1M5P3Q4	LC02
A0A1M5P540	LC17
A0A1M5PF93	LC06
A0A1M5PNV1	LC04
A0A1M5QLU0	LC06
A0A1M5S9R6	LC09
A0A1M5ST87	LC04
A0A1M5T7K7	LC12
A0A1M5TK71	LC21
A0A1M5TMK7	LC02
A0A1M5TNG5	LC00
A0A1M5UHK9	LC06
A0A1M5URR2	LC00
A0A1M5VDL7	LC00
A0A1M5VHB2	LC07
A0A1M5VJJ9	LC38
A0A1M5VPL4	LC08
A0A1M5W4T9	LC11
A0A1M5W855	LC08
A0A1M5WFR2	LC01
A0A1M5XGB0	LC07
A0A1M5YR75	LC38
A0A1M5YYZ3	LC01
A0A1M5YZQ2	LC09
A0A1M5Z9Y0	LC02
A0A1M5ZKF0	LC27
A0A1M6AE99	LC25
A0A1M6APN5	LC11
A0A1M6ARC4	LC27
A0A1M6B4G9	LC27
A0A1M6BI35	LC27
A0A1M6BLW7	LC09
A0A1M6BQ38	LC03
A0A1M6E9A4	LC44
A0A1M6EBE2	LC27
A0A1M6EDV4	LC19
A0A1M6EF91	LC27
A0A1M6F6A3	LC18
A0A1M6FJS1	LC02
A0A1M6FN39	LC11
A0A1M6G0X3	LC32
A0A1M6GIY9	LC21
A0A1M6GS56	LC27
A0A1M6H018	LC07
A0A1M6I5X1	LC03
A0A1M6IG60	LC33
A0A1M6III6	LC06
A0A1M6IN58	LC06
A0A1M6ISL0	LC00
A0A1M6J0B0	LC05
A0A1M6JFG1	LC02
A0A1M6JG18	LC06
A0A1M6K9P8	LC02
A0A1M6KFM7	LC03
